Parameters:
Entities,Kingsway
Rooms,All
Classifications,All
Products,All
In Stock Only,No
Brands,All

Location,Product,Classification,SKU,In Stock Qty,Unit Type,Received Date,PackageId,BatchId,Expiration Date,Use By Date,Packaged Date,Unit Cost,Total Cost,Transfer In Qty,Transfer Out Qty,On Order Qty,Regular Price,Days In Stock,Room,Manufacturer,Supplier,Supplier SKU,Product State,Strain,THC %,CBD %
Kingsway,ALL NATIONS: CHERRY GAS PRE-ROLLS (3 x 0.5g),Pre-Rolls,1JZ0R0P1,0.000,Each,10/11/2024,1000201,,,,,11.1900,0.0000,0.000,0.000,0.000,15.95,436,Default,,BCLDB,1064135,Active,,,
Kingsway,ALL NATIONS: CHERRY GAS PRE-ROLLS (3 x 0.5g),Pre-Rolls,1JZ0R0P1,0.000,Each,10/01/2024,1000216,,,,,11.1900,0.0000,0.000,0.000,0.000,15.95,446,Default,,BCLDB,1064135,Active,,,
Kingsway,ALL NATIONS: GUSH MINTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,7QNM741G,0.000,Each,07/07/2023,1000122,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,898,Default,,BCLDB,1063054,Active,,,
Kingsway,ALL NATIONS: LEMON GELATO (3.5g),Dried Flower,XBRD1EA0,2.000,Each,10/31/2025,1000525,,,,,22.2000,44.4000,0.000,0.000,0.000,34.95,51,Default,,BCLDB,1069077,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ (3.5g),Dried Flower,7J8G6T74,0.000,Each,01/20/2023,1000073,,,,,27.9900,0.0000,0.000,0.000,0.000,34.95,1066,Default,,BCLDB,1059427,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (20 x 0.4g),Pre-Rolls,KJB7DD1E,0.000,Each,05/30/2025,1000460,,,,,31.5000,0.0000,0.000,0.000,0.000,49.95,205,Default,,BCLDB,1067356,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,04/21/2023,1000075,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,975,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,11/25/2023,1000124,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,757,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,09/15/2023,1000138,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,828,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,01/04/2025,1000155,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,351,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,06/20/2025,1000224,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,184,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,08/15/2024,1000266,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,493,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,0.000,Each,03/07/2025,1000348,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,289,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: LEMON TARTZ PRE-ROLLS (3 x 0.5g),Pre-Rolls,MXMEJ3QH,28.000,Each,10/31/2025,1000500,,,,,11.1900,313.3200,0.000,0.000,0.000,17.95,51,Default,,BCLDB,1059443,Active,,,
Kingsway,ALL NATIONS: MAC DADDY (3.5g),Dried Flower,QE0MKP1C,0.000,Each,09/23/2022,1000029,,,,,27.9900,0.0000,0.000,0.000,0.000,29.95,1185,Default,,BCLDB,1048727,Active,,,
Kingsway,ALL NATIONS: MAC DADDY PRE-ROLLS (20 x 0.4g),Pre-Rolls,VVXDKMUH,0.000,Each,06/26/2025,1000529,,,,,31.5000,0.0000,0.000,0.000,0.000,44.95,178,Default,,BCLDB,1067355,Active,,,
Kingsway,ALL NATIONS: MAC DADDY PRE-ROLLS (3 x 0.5g),Pre-Rolls,J0JZA61Y,0.000,Each,02/04/2023,1000009,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,1051,Default,,BCLDB,1048743,Active,,,
Kingsway,ALL NATIONS: MAC DADDY PRE-ROLLS (3 x 0.5g),Pre-Rolls,J0JZA61Y,0.000,Each,10/01/2024,1000195,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,446,Default,,BCLDB,1048743,Active,,,
Kingsway,ALL NATIONS: MAC DADDY PRE-ROLLS (3 x 0.5g),Pre-Rolls,J0JZA61Y,0.000,Each,06/26/2025,1000217,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,178,Default,,BCLDB,1048743,Active,,,
Kingsway,ALL NATIONS: ROCKSTAR (3.5g),Dried Flower,82WUHVRX,0.000,Each,07/04/2025,1000457,,,,,22.2000,0.0000,0.000,0.000,0.000,34.95,170,Default,,BCLDB,1069078,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE (28g),Dried Flower,61C31TTK,0.000,Each,05/12/2023,1000047,,,,,136.5100,0.0000,0.000,0.000,0.000,199.95,954,Default,,BCLDB,1060136,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE (3.5g),Dried Flower,YYV2AHT5,0.000,Each,12/30/2022,1000032,,,,,27.9900,0.0000,0.000,0.000,0.000,44.95,1087,Default,,BCLDB,1048701,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE (3.5g),Dried Flower,YYV2AHT5,0.000,Each,08/03/2023,1000047,,,,,27.9900,0.0000,0.000,0.000,0.000,44.95,871,Default,,BCLDB,1048701,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,09/09/2022,1000020,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,1199,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,10/28/2022,1000033,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,1150,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,10/06/2023,1000076,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,807,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,10/13/2023,1000171,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,800,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,08/22/2024,1000183,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,486,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,07/26/2024,1000187,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,513,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,04/08/2025,1000313,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,257,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,0.000,Each,05/02/2025,1000486,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,233,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STO:LO HAZE PRE-ROLLS (3 x 0.5g),Pre-Rolls,DB6BVJFC,459.000,Each,10/31/2025,1000516,,,,,11.1900,5136.2100,0.000,0.000,0.000,17.95,51,Default,,BCLDB,1048719,Active,,,
Kingsway,ALL NATIONS: STONE HOUSE INDICA PRE-ROLLS (20 x 0.4g),Pre-Rolls,U0F1EYDA,0.000,Each,08/16/2024,1000217,,,,,34.9900,0.0000,0.000,0.000,0.000,54.95,492,Default,,BCLDB,1066139,Active,,,
Kingsway,ALL NATIONS: STONE HOUSE INDICA PRE-ROLLS (20 x 0.4g),Pre-Rolls,U0F1EYDA,0.000,Each,10/11/2024,1000243,,,,,34.9900,0.0000,0.000,0.000,0.000,54.95,436,Default,,BCLDB,1066139,Active,,,
Kingsway,ALL NATIONS: STONE HOUSE SATIVA PRE-ROLLS (20 x 0.4g),Pre-Rolls,4327NFMR,0.000,Each,10/04/2024,1000240,,,,,34.9900,0.0000,0.000,0.000,0.000,54.95,443,Default,,BCLDB,1066140,Active,,,
Kingsway,ALL NATIONS: TROPIC THUNDER PRE-ROLLS (3 x 0.5g),Pre-Rolls,YZEVXAKQ,0.000,Each,04/12/2024,1000206,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,618,Default,,BCLDB,1064137,Active,,,
Kingsway,ALL NATIONS: TROPIC THUNDER PRE-ROLLS (3 x 0.5g),Pre-Rolls,YZEVXAKQ,0.000,Each,01/31/2025,1000240,,,,,11.1900,0.0000,0.000,0.000,0.000,17.95,324,Default,,BCLDB,1064137,Active,,,
Kingsway,ALL NATIONS: TROPIC THUNDER PRE-ROLLS (3 x 0.5g),Pre-Rolls,YZEVXAKQ,39.000,Each,10/31/2025,1000649,,,,,11.1900,436.4100,0.000,0.000,0.000,17.95,51,Default,,BCLDB,1064137,Active,,,
Kingsway,ALT COSMETICS: ZEN CITRUS CANNABOMB BATH BOMB (150g),Bath Products,6VZVD1U1,0.000,Each,06/14/2024,2408,,,,,7.1900,0.0000,0.000,0.000,0.000,12.95,555,Default,,BCLDB,1064093,Active,,,
Kingsway,AMANI CRAFT: AV GAS (7g),Dried Flower,465UNTD7,0.000,Each,05/21/2025,AM-AVGS-001,,,,,41.9800,0.0000,0.000,0.000,0.000,64.95,214,Default,,BCLDB,1065659,Active,,,
Kingsway,AMANI CRAFT: AV GAS (7g),Dried Flower,465UNTD7,0.000,Each,07/27/2024,AVG009HD,,,,,41.9800,0.0000,0.000,0.000,0.000,64.95,512,Default,,BCLDB,1065659,Active,,,
Kingsway,AMANI CRAFT: AV GAS SMALLS (3.5g),Dried Flower,VP0C12XR,0.000,Each,03/11/2025,AVG020SM01,,,,,16.9800,0.0000,0.000,0.000,0.000,22.95,285,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: AV GAS SMALLS (3.5g),Dried Flower,VP0C12XR,0.000,Each,04/22/2025,AVG020SM02,,,,,16.9800,0.0000,0.000,0.000,0.000,22.95,243,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: DANTE'S INFERNO (7g),Dried Flower,LU382TCF,0.000,Each,05/02/2025,AM-DTIF-001,,,,,42.0000,0.0000,0.000,0.000,0.000,54.95,233,Default,,BCLDB,1068586,Active,,,
Kingsway,AMANI CRAFT: DANTE'S INFERNO SMALLS (3.5g),Dried Flower,B6WL73P7,0.000,Each,08/15/2025,DI021SM01,,,,,16.9800,0.0000,0.000,0.000,0.000,22.95,128,Default,,AMANI CRAFT,1068740,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (14g),Dried Flower,M1U05VX4,33.000,Each,12/10/2025,GP029BGS01,,,,,71.8800,2372.0400,0.000,0.000,0.000,109.95,11,Default,,AMANI CRAFT,1070773,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (7g),Dried Flower,8EXE6GAZ,0.000,Each,01/23/2025,AM-GTPP-001,,,,,42.0000,0.0000,0.000,0.000,0.000,64.95,332,Default,,BCLDB,1067292,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (7g),Dried Flower,8EXE6GAZ,0.000,Each,04/17/2025,AM-GTPP-002,,,,,42.0000,0.0000,0.000,0.000,0.000,64.95,248,Default,,BCLDB,1067292,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (7g),Dried Flower,8EXE6GAZ,0.000,Each,04/01/2025,AM-GTPP-003,,,,,42.0000,0.0000,0.000,0.000,0.000,64.95,264,Default,,BCLDB,1067292,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (7g),Dried Flower,8EXE6GAZ,0.000,Each,05/17/2025,AM-GTPP-004,,,,,42.0000,0.0000,0.000,0.000,0.000,64.95,218,Default,,BCLDB,1067292,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (7g),Dried Flower,8EXE6GAZ,0.000,Each,07/27/2024,GP011HD,,,,,41.9800,0.0000,0.000,0.000,0.000,64.95,512,Default,,BCLDB,1067292,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP (7g),Dried Flower,8EXE6GAZ,0.000,Each,10/18/2024,GP012BGS,,,,,41.9800,0.0000,0.000,0.000,0.000,64.95,429,Default,,BCLDB,1067292,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP PRE-ROLLS (2 x 0.75g),Pre-Rolls,U6EGKA35,0.000,Each,11/15/2024,GP011HD,,,,,11.4800,0.0000,0.000,0.000,0.000,18.95,401,Default,,BCLDB,1066282,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP PRE-ROLLS (2 x 0.75g),Pre-Rolls,U6EGKA35,0.000,Each,04/24/2025,PR-AMGP-001,,,,,12.0800,0.0000,0.000,0.000,0.000,18.95,241,Default,,BCLDB,1066282,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,09/24/2025,026,,,,,16.9800,0.0000,0.000,0.000,0.000,24.95,88,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,07/10/2024,GP011HD,,,,,14.9800,0.0000,0.000,0.000,0.000,24.95,529,Default,,BCLDB,1066280,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,09/10/2024,GP012SM,,,,,14.9800,0.0000,0.000,0.000,0.000,24.95,467,Default,,BCLDB,1066280,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,01/14/2025,GP018SM01,,,,,15.9800,0.0000,0.000,0.000,0.000,24.95,341,Default,,BCLDB,1066280,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,03/11/2025,GP019SM01,,,,,16.9800,0.0000,0.000,0.000,0.000,24.95,285,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,05/26/2025,GP022SM01,,,,,16.9800,0.0000,0.000,0.000,0.000,24.95,209,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,0.000,Each,08/15/2025,GP025SM01,,,,,16.9800,0.0000,0.000,0.000,0.000,24.95,128,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: GASTRO POP SMALLS (3.5g),Dried Flower,HRXZWCH3,78.000,Each,12/12/2025,GP029SM01,,,,,16.9700,1323.6600,0.000,0.000,0.000,24.95,9,Default,,BCLDB,1066280,Active,,,
Kingsway,AMANI CRAFT: QUEEN OF THE TROPICS (14g),Dried Flower,P3TF5X5U,0.000,Each,01/14/2025,QT015BGS,,,,,64.9900,0.0000,0.000,0.000,0.000,89.95,341,Default,,BCLDB,1067155,Active,,,
Kingsway,AMANI CRAFT: QUEEN OF THE TROPICS PRE-ROLLS (2 x 0.75g),Pre-Rolls,DT0LN6P0,0.000,Each,04/04/2025,QT015PR01,,,,,7.9900,0.0000,0.000,0.000,0.000,13.95,261,Default,,AMANI CRAFT,,Active,,,
Kingsway,AMANI CRAFT: QUEEN OF THE TROPICS SMALLS (3.5g),Dried Flower,W8ZCAEH3,0.000,Each,10/24/2024,QT015SM,,,,,15.9800,0.0000,0.000,0.000,0.000,24.95,423,Default,,BCLDB,1067156,Active,,,
Kingsway,AMANI CRAFT: QUEEN OF THE TROPICS SMALLS (3.5g),Dried Flower,W8ZCAEH3,0.000,Each,01/18/2025,QT015SM02,,,,,15.9800,0.0000,0.000,0.000,0.000,24.95,337,Default,,BCLDB,1067156,Active,,,
Kingsway,AMANI CRAFT: ROCKSTAR (7g),Dried Flower,TQ5GBUJ8,0.000,Each,09/11/2025,AM-RKST-001,,,,,42.0000,0.0000,0.000,0.000,0.000,64.95,101,Default,,BCLDB,1069395,Active,,,
Kingsway,AMANI CRAFT: ROCKSTAR SMALLS (3.5g),Dried Flower,BHA6WXGM,0.000,Each,09/20/2025,RS024SM01,,,,,16.9800,0.0000,0.000,0.000,0.000,24.95,92,Default,,AMANI CRAFT,1069520,Active,,,
Kingsway,AMANI CRAFT: SPECIMEN X (14g),Dried Flower,W0J6REZJ,0.000,Each,10/24/2024,SX014BGS,,,,,64.9900,0.0000,0.000,0.000,0.000,74.95,423,Default,,BCLDB,1067157,Active,,,
Kingsway,AMANI CRAFT: SPECIMEN X SMALLS (3.5g),Dried Flower,BZZ81AVD,0.000,Each,04/03/2025,SX014SM,,,,,14.9800,0.0000,0.000,0.000,0.000,19.95,262,Default,,BCLDB,1066969,Active,,,
Kingsway,AMANI CRAFT: TURBULENCE (7g),Dried Flower,1N4YXAG6,0.000,Each,07/27/2024,TB010HD,,,,,41.9800,0.0000,0.000,0.000,0.000,64.95,512,Default,,BCLDB,1065659,Active,,,
Kingsway,AMANI CRAFT: TURBULENCE PRE-ROLLS (2 x 0.75g),Pre-Rolls,Y4GKV7QE,0.000,Each,12/05/2024,TB010HD,,,,,9.9900,0.0000,0.000,0.000,0.000,15.95,381,Default,,BCLDB,1066283,Active,,,
Kingsway,AMANI CRAFT: TURBULENCE SMALLS (3.5g),Dried Flower,UKPUJXV2,0.000,Each,08/06/2024,TB010HD,,,,,14.9800,0.0000,0.000,0.000,0.000,22.95,502,Default,,BCLDB,1066281,Active,,,
Kingsway,AMANI CRAFT: WHERE'S MY BIKE (7g),Dried Flower,ZPPTHR4E,0.000,Each,08/30/2024,WMB013BGS,,,,,41.9800,0.0000,0.000,0.000,0.000,54.95,478,Default,,BCLDB,1066495,Active,,,
Kingsway,AMANI CRAFT: WHERE'S MY BIKE SMALLS (3.5g),Dried Flower,ZTGKVG8B,0.000,Each,10/27/2024,WMB013SM,,,,,14.9800,0.0000,0.000,0.000,0.000,22.95,420,Default,,BCLDB,1066493,Active,,,
Kingsway,AMANI X WOODY NELSON: GASTRO POP VAPE (1g),Resin Vapes,TKN0Y6WK,0.000,Each,04/11/2025,VPE-GTPP-001,,,,,29.9000,0.0000,0.000,0.000,0.000,44.95,254,Default,,BCLDB,1068376,Active,,,
Kingsway,"AMANITA MUSHROOM FUMED GLASS HAND PIPE 4.75""",Glassware,DPBQWRL7,0.000,Each,06/12/2025,PP4794,,,,,6.5000,0.0000,0.000,0.000,0.000,14.98,192,Default,,Humble & Fume,,Active,,,
Kingsway,AMERICAN DESIGN SHERLOCK PIPE 510 BATTERY,Vape Batteries,K3WA7XDW,0.000,Each,05/25/2024,CART-D,,,,,13.5000,0.0000,0.000,0.000,0.000,22.95,575,Default,,Maple Craft,,Active,,,
Kingsway,APOTHECARY BOTANICALS: CBD BACON OIL (10mg/ml),Tinctures,0HTQMLZD,0.000,Each,03/21/2025,EX24100801V30,,,,,18.9800,0.0000,0.000,0.000,0.000,34.95,275,Default,,Apothecary Botanicals,1054196,Active,,,
Kingsway,APOTHECARY BOTANICALS: CBD BACON OIL (10mg/ml),Tinctures,0HTQMLZD,3.000,Each,12/04/2025,EX25041401V30,,,,,18.9800,56.9400,0.000,0.000,0.000,34.95,17,Default,,Apothecary Botanicals,1054196,Active,,,
Kingsway,APOTHECARY BOTANICALS: CBD BACON OIL (4mg/ml),Tinctures,QMC42FZ6,0.000,Each,02/26/2025,EX23100401V30,,,,,13.2300,0.0000,0.000,0.000,0.000,21.95,298,Default,,Apothecary Botanicals,1054188,Active,,,
Kingsway,ARIZER SOLO 3 (INTERGALACTIC BLACK),Vapourizers & E-Rigs,BX8XDVRC,0.000,Each,08/16/2024,SOLO3,,,,,189.9000,0.0000,0.000,0.000,0.000,344.95,492,Default,,Humble & Fume,ARZ-DRY-008-BLK,Active,,,
Kingsway,AROMA CULTIVATION: FORBIDDEN LA CAKE (7g),Dried Flower,P5N3TAXK,16.000,Each,12/20/2025,253-1-344,,,,,19.8400,317.4400,0.000,0.000,0.000,34.95,1,Default,,BCLDB,1069071,Active,,,
Kingsway,AROMA CULTIVATION: WIFI FIRE (7g),Dried Flower,6J0EH218,16.000,Each,12/20/2025,282-1-376,,,,,19.8400,317.4400,0.000,0.000,0.000,34.95,1,Default,,BCLDB,1069072,Active,,,
Kingsway,ASSUAGE: 1:3 THC/CBD SUPPOSITORIES (8pk),Other Topicals,EJ7YDX30,0.000,Each,06/17/2023,PK.OT.004,,,,,25.8800,0.0000,0.000,0.000,0.000,34.95,918,Default,,BCLDB,1062657,Active,,,
Kingsway,ASSUAGE: 1:3 THC/CBD SUPPOSITORIES (8pk),Other Topicals,EJ7YDX30,0.000,Each,04/01/2025,SU23008,,,,,25.8800,0.0000,0.000,0.000,0.000,34.95,264,Default,,BCLDB,1062657,Active,,,
Kingsway,ASSUAGE: 1:3 THC/CBD SUPPOSITORIES (8pk),Other Topicals,EJ7YDX30,0.000,Each,08/12/2025,SU25002,,,,,25.8800,0.0000,0.000,0.000,0.000,34.95,131,Default,,Herbal Dispatch,,Active,,,
Kingsway,ASSUAGE: CBD SUPPOSITORIES (4 x 50mg),Other Topicals,75BPYKXV,0.000,Each,08/12/2025,SU25003,,,,,14.3800,0.0000,0.000,0.000,0.000,22.95,131,Default,,Herbal Dispatch,1062655,Active,,,
Kingsway,ASSUAGE: CBD SUPPOSITORIES (8 x 50mg),Other Topicals,3EEKLCU4,0.000,Each,08/12/2025,SU23006,,,,,20.9900,0.0000,0.000,0.000,0.000,34.95,131,Default,,,,Active,,,
Kingsway,ASSUAGE: EXTRA STRENGH CBD SUPPOSITORIES (4PK),Other Topicals,TA08WZTV,0.000,Each,10/19/2023,PK.OT.005,,,,,23.0000,0.0000,0.000,0.000,0.000,34.95,794,Default,,,,Active,,,
Kingsway,ASSUAGE: EXTRA STRENGH CBD SUPPOSITORIES (4PK),Other Topicals,TA08WZTV,0.000,Each,08/12/2025,SU24003,,,,,23.0000,0.0000,0.000,0.000,0.000,34.95,131,Default,,Herbal Dispatch,1062658,Active,,,
Kingsway,ASSUAGE: SKIN TOPICAL CREAM (50g),Lotions & Balms,P63ZH63H,0.000,Each,05/14/2024,CR22002,,,,,18.9800,0.0000,0.000,0.000,0.000,29.95,586,Default,,BCLDB,1062659,Active,,,
Kingsway,ASTROLAB: BANJO 90-189u COLD CURE LIVE ROSIN (1g),Rosin,FG0XPQBE,0.000,Each,05/12/2025,W04377652-1,,,,,32.9900,0.0000,0.000,0.000,0.000,39.95,223,Default,,Herbal Dispatch,1068666,Active,,,
Kingsway,ASTROLAB: DAB DAY CBG BLEND LIVE ROSIN (1g),Rosin,PCZNKXQA,19.000,Each,05/23/2025,W04381637-1,,,,,27.9300,530.6700,0.000,0.000,0.000,44.95,212,Default,,Herbal Dispatch,1068662,Active,,,
Kingsway,ASTROLAB: DAB LIGHT CBD BLEND LIVE ROSIN (2.5g),Rosin,A0B0B11R,0.000,Each,08/05/2025,W04381607-1,,,,,39.0900,0.0000,0.000,0.000,0.000,59.95,138,Default,,Herbal Dispatch,1068661,Active,,,
Kingsway,ASTROLAB: DAB LIGHT CBD BLEND LIVE ROSIN (2.5g),Rosin,A0B0B11R,1.000,Each,11/07/2025,W09459287-1,,,,,39.0900,39.0900,0.000,0.000,0.000,59.95,44,Default,,Herbal Dispatch,1068661,Active,,,
Kingsway,ASTROLAB: DAB NIGHT CBN BLEND LIVE ROSIN (1g),Rosin,7N7FL12W,0.000,Each,09/11/2025,W04377608-1,,,,,27.9300,0.0000,0.000,0.000,0.000,39.95,101,Default,,Herbal Dispatch,1068663,Active,,,
Kingsway,ASTROLAB: DOSI PUNCH 90-189u COLD CURE LIVE ROSIN (1g),Rosin,7UZW07F7,0.000,Each,05/12/2025,W04377643-1,,,,,32.9900,0.0000,0.000,0.000,0.000,39.95,223,Default,,Herbal Dispatch,1068665,Active,,,
Kingsway,AVIATOR: CITRUS POT SHOT (50ml),Beverages,GXJKUFJL,0.000,Each,02/26/2025,EX24070901V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,298,Default,,BCLDB,1064402,Active,,,
Kingsway,AVIATOR: CITRUS POT SHOT (50ml),Beverages,GXJKUFJL,0.000,Each,08/13/2025,EX24092601V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,130,Default,,Apothecary Botanicals,,Active,,,
Kingsway,AVIATOR: COCONUT LIME POT SHOT (50ml),Beverages,YB64W12T,0.000,Each,02/26/2025,EX25011501V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,298,Default,,Apothecary Botanicals,1068106,Active,,,
Kingsway,AVIATOR: POT SHOT TROPICAL FRUIT (50ml),Beverages,HW6YFM47,0.000,Each,01/10/2025,EX24051301V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,345,Default,,BCLDB,1064400,Active,,,
Kingsway,AVIATOR: POT SHOT TROPICAL FRUIT (50ml),Beverages,HW6YFM47,0.000,Each,08/30/2024,EX24080601V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,478,Default,,BCLDB,1064400,Active,,,
Kingsway,AVIATOR: POT SHOT TROPICAL FRUIT (50ml),Beverages,HW6YFM47,0.000,Each,08/09/2025,EX24111801V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,134,Default,,Apothecary Botanicals,,Active,,,
Kingsway,AVIATOR: POT SHOT TROPICAL FRUIT (50ml),Beverages,HW6YFM47,0.000,Each,08/13/2025,EX25012101V50,,,,,14.0000,0.0000,0.000,0.000,0.000,21.95,130,Default,,Apothecary Botanicals,,Active,,,
Kingsway,AXEA: THC-FREE NIGHTTIME CBN/CBD ISOLATE OIL (30ml),Tinctures,DQN8YEKU,3.000,Each,10/11/2025,4M72D,,,,,41.0600,123.1800,0.000,0.000,0.000,59.95,71,Default,,Herbal Dispatch,1067575,Active,,,
Kingsway,BABY JEETER: APPLES AND BANANAS INFUSED PRE-ROLLS (3 X 0.5g),Diamond Infused Pre-Rolls,MW70VZTC,0.000,Each,06/13/2025,J07771,,,,,17.4900,0.0000,0.000,0.000,0.000,25.95,191,Default,,BCLDB,1068837,Active,,,
Kingsway,BABY JEETER: APPLES AND BANANAS INFUSED PRE-ROLLS (3 X 0.5g),Diamond Infused Pre-Rolls,MW70VZTC,0.000,Each,08/22/2025,J08086,,,,,17.4900,0.0000,0.000,0.000,0.000,25.95,121,Default,,BCLDB,1068837,Active,,,
